listing_id,description,room_type,price,nbhood_full,host_name,last_review
29179815,Excellent Private Room,Private room,$60,"Brooklyn, Bedford-Stuyvesant",Ann,2019-06-02
29180542,Newly renovated duplex home in Central Harlem,Entire home/apt,$159,"Manhattan, Harlem",Tricia,2019-06-09
29181147,Cozy private room near Columbia University,Private room,$70,"Manhattan, Upper West Side",Zoe,2019-01-15
29181179,Charming  Studio Apartment at East Harlem.,Private room,$110,"Manhattan, East Harlem",Rafael,2019-06-30
29181281,A Suite with breathtaking views of NYC !,Private room,$999,"Manhattan, Theater District",Simi,2019-02-11
29181504,Over-sized amazing studio in East Village!,Entire home/apt,$150,"Manhattan, East Village",Oz,2019-05-30
29183047,Amber Bedroom,private room,$49,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-06-24
29183204,Brand new private room in new building w Roofdeck,Private room,$41,"Brooklyn, Bedford-Stuyvesant",Alan,2019-03-17
29183470,Apatite Bedroom,PRIVATE ROOM,$49,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-06-24
29183697,Citrine Bedroom,private room,$65,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-07-03
29183838,Emerald Bedroom,Private room,$49,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-06-18
29183932,Garnet Bedroom,Private room,$49,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-06-05
29184026,Lava Bedroom,Private room,$65,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-06-22
29184093,Opalite Bedroom,Private room,$49,"Brooklyn, Bedford-Stuyvesant",Melissa,2019-07-03
29184419,"20 minutes from Manhattan, 1 block from subway",private room,$50,"Queens, Woodside",Jay,2019-05-26
29184626,Modern Bright Private Entry 3min to TRAIN near JFK,Private room,$45,"Brooklyn, Brownsville",Terry,2019-07-04
29184845,Haven In Harlem,Private room,$60,"Manhattan, Harlem",Lancelot,2019-06-19
29184981,Cute Apartment in Brooklyn,Private room,$99,"Brooklyn, Crown Heights",Sofia,2019-06-19
29186254,Mesmerized Penthouse,entire home/apt,$225,"Manhattan, NoHo",Anting,2019-06-06
29188542,SUN DRENCHED 1 BEDROOM IN THE LOWER EAST SIDE,ENTIRE HOME/APT,$105,"Manhattan, Chinatown",Stefanie,2019-06-18
29189777,"Bed&Bushwick | Clean & Chic Apt, Close to Subway",ENTIRE HOME/APT,$115,"Brooklyn, Bushwick",Mella & Justin,2019-07-01
29190199,"Quick walk to L Train, Free Cleaning & WiFi!",Private room,$44,"Brooklyn, Williamsburg",Martin & Steve,2019-06-09
29191564,"GORGEOUS APARTMENT, PERFECT HARLEM LOCATION!",Entire home/apt,$150,"Manhattan, Harlem",Patrice,2019-06-14
29191862,Room in a Lovely Apartment in Upper East Side,Private room,$150,"Manhattan, Upper East Side",Amanda & Rafael,2019-02-10
29192462,Spacious apartment in front of Prospect Park,entire home/apt,$110,"Brooklyn, Crown Heights",Slava,2019-06-28
29202087,Modern WBurg Castle in w/ Park & Skyline Views,Entire home/apt,$199,"Brooklyn, Greenpoint",Jordan,2019-02-01
29203845,Chic & Charming Brownstone Apartment 2 Bed w/Patio,entire home/apt,$180,"Brooklyn, Bedford-Stuyvesant",Ana,2019-06-12
29205007,Parkside Place,Entire home/apt,$200,"Bronx, Norwood",Linda,2019-07-07
29205817,Little Safe Haven,Private room,$80,"Manhattan, Harlem",Lillian,2019-07-03
29205903,"Hidden gem in LES with Access to Backyard, F train",Private room,$78,"Manhattan, Lower East Side",Vince,2019-06-16
29206535,Superior One Bedroom Apartment in Prime Brooklyn,PRIVATE ROOM,$75,"Brooklyn, Bushwick",Alan,2019-05-11
29209396,Room with King sized bed in the heart of Bushwick,Private room,$50,"Brooklyn, Bushwick",Rosie,2019-06-20
29210994,"Orange Rm, 4bd rm Home Medical & Professional ONLY",private room,$45,"Brooklyn, Kensington",Myra,2019-02-28
29212737,PrivateRoom2/LGA&JFK&Citi field&Ê≥ïÊãâÁõõ/BustoManhattan,PRIVATE ROOM,$49,"Queens, Whitestone",Babie,2019-06-30
29213095,Blue rm 4bdrm Home Medical & Professionals ONLY,PRIVATE ROOM,$40,"Brooklyn, Kensington",Myra,2019-06-30
29213401,PrivateRoom/LGA&JFK&Citi field&Ê≥ïÊãâÁõõ/BustoManhattan,Private room,$35,"Queens, Whitestone",Babie,2019-07-06
29213886,Charming NEW Nordic Style 1-bed apartment,Entire home/apt,$86,"Brooklyn, Bushwick",K,2019-07-02
29215351,Private!  Entire loft near the waterfront!,Entire home/apt,$96,"Brooklyn, Williamsburg",Min,2019-06-04
29215541,Private Apartment,entire home/apt,$150,"Queens, Ozone Park",Aneel,2019-07-01
29216228,Sunny apartment in the heart of Greenpoint!,ENTIRE HOME/APT,$110,"Brooklyn, Greenpoint",Roger,2019-06-01
29216296,Feel at home!,PRIVATE ROOM,$59,"Queens, Kew Gardens",Dada,2019-06-30
29216706,NEW Perfect cozy 1 BDRM near JFK & Casino NYC LGA,ENTIRE HOME/APT,$150,"Queens, Jamaica",Carlton,2019-07-01
29216716,Sunny Room with Private Bath,PRIVATE ROOM,$55,"Brooklyn, Bedford-Stuyvesant",Marie,2019-01-03
29217721,Large 1 Bedroom Brownstone Apartment,Entire home/apt,$89,"Brooklyn, Bedford-Stuyvesant",Joseph,2019-06-22
29218719,Private room near Prospect Park,private room,$55,"Brooklyn, Prospect-Lefferts Gardens",Mariana,2019-07-05
29219456,2 Beds in Private Room 1- 20 minutes to Manhattan,Private room,$65,"Brooklyn, Bedford-Stuyvesant",Peter,2019-06-10
29220176,American Room @ Columbia Uni.,Private room,$80,"Manhattan, Morningside Heights",Elif,2019-06-17
29220410,Canadian Room @ Columbia Uni.,Private room,$75,"Manhattan, Morningside Heights",Elif,2019-06-11
29220437,Brooklyn home with character &  convenience,entire home/apt,$90,"Brooklyn, Brownsville",Debora,2019-07-07
29221565,Modern art-filled bedroom with vintage touch.,Private room,$66,"Brooklyn, Bushwick",Dio,2019-06-06
29225254,Clever Midtown West 1BR w/ Gym + Doorman by Blueground,Entire home/apt,$264,"Manhattan, Hell's Kitchen",Blueground,2019-01-10
29225417,"Large UWS 1BR w/ Stunning Gym, Doorman + Rooftop by Blueground",Entire home/apt,$244,"Manhattan, Upper West Side",Blueground,2019-01-31
29227369,Artist Penthouse,Entire home/apt,$225,"Manhattan, NoHo",Anting,2019-03-08
29228604,2 bedroom CONDO off 5th Ave - BRIGHT and homey,Entire home/apt,$280,"Manhattan, East Harlem",Sara And Hila,2019-07-02
29230470,Suite Nest /free street parking+wifi,ENTIRE HOME/APT,$200,"Manhattan, Stuyvesant Town",Joe,2019-07-01
29231873,1Master BR in a Brand new apt W/D- By Subway,PRIVATE ROOM,$150,"Manhattan, Lower East Side",Orit,2019-06-07
29231876,"Penthouse studio- clean, A+ location. Park&Cafe :)",entire home/apt,$122,"Brooklyn, Greenpoint",Boomer,2019-06-30
29232472,Overnight Bed in Heart of Manhattan for Female,SHARED ROOM,$100,"Manhattan, Hell's Kitchen",Demir,2019-02-13
29232662,Charming Apartment with TERRACE!!,Entire home/apt,$240,"Manhattan, East Village",N.L.,2019-06-04
29232781,Cozy private room+bathroom in brooklyn!,Private room,$46,"Brooklyn, Bushwick",Dedy,2019-07-05
29233046,PRIVATE room w/PARKING included-15Min to LGA&JFK!!,PRIVATE ROOM,$49,"Queens, Flushing",Fabian,2019-06-30
29233568,Cozy apartment in PERFECT location!,SHARED ROOM,$50,"Queens, Sunnyside",Brenda,2019-03-23
29233640,Gorgeous Big 2 BedRoom Apt in Brooklyn Brownstone,entire home/apt,$119,"Brooklyn, Bay Ridge",Ella,2019-07-03
29233981,Williamsburg One Bedroom,Entire home/apt,$125,"Brooklyn, Williamsburg",Jessica,2019-06-20
29234766,Sunlit 1 Bedroom in the heart of Park Slope,Entire home/apt,$140,"Brooklyn, Park Slope",Samaya,2019-06-27
29236294,Elite Penthouse,Entire home/apt,$179,"Manhattan, NoHo",Anting,2019-05-20
29237561,Sunny New York Home in East Village,Entire home/apt,$145,"Manhattan, East Village",Vivian,2019-06-09
29237692,Professional Travelers,private room,$45,"Brooklyn, Sunset Park",Robert,2019-05-17
29237852,Private room 3 min walking to J train(female only),Private room,$90,"Queens, Woodhaven",Viktoriia,2019-06-24
29238286,Greenpoint Apt with a wonderful view !,Entire home/apt,$150,"Brooklyn, Greenpoint",Mickael,2019-01-03
29238785,Romantic space at the Upper East side of Manhattan,ENTIRE HOME/APT,$135,"Manhattan, Upper East Side",Sasha,2019-01-01
29238906,Garden apartment in historic Brooklyn townhouse.,entire home/apt,$135,"Brooklyn, Bedford-Stuyvesant",Jenny,2019-07-07
29242305,Charming Studio in the Heart of Greenwich Village,Entire home/apt,$195,"Manhattan, West Village",Savanna,2019-06-11
29242564,Private room 17 mins to Times Square.,Private room,$65,"Queens, Astoria",Tim,2019-07-05
29242599,Beautiful brownstone duplex in prime UES location,Entire home/apt,$500,"Manhattan, Upper East Side",Anne-Marie,2019-06-28
29243499,"Mellow, Stylish Bedroom close to Pratt #1",Private room,$60,"Brooklyn, Bedford-Stuyvesant",Jessica,2019-05-24
29245492,Charming White Bedroom close to Pratt #2,Private room,$59,"Brooklyn, Bedford-Stuyvesant",Jessica,2019-05-18
29251636,LUXURY Brooklyn Brownstone 1 block from train,Entire home/apt,$175,"Brooklyn, Bay Ridge",Eg,2019-06-18
29253322,"Female only, Private room,3 min walking to metro J",Private room,$90,"Queens, Woodhaven",Viktoriia,2019-05-27
29255501,Private Brooklyn Basement Apartment,Entire home/apt,$125,"Brooklyn, Windsor Terrace",Majd,2019-05-26
29256134,Brooklyn Heights contemporary studio apartment,Entire home/apt,$88,"Brooklyn, Brooklyn Heights",Scott,2019-07-08
29256229,Crown Heights Urban Royal Penthouse,Entire home/apt,$175,"Brooklyn, Crown Heights",Maurice,2019-05-04
29256358,Studio apartment in Sunset park,Entire home/apt,$100,"Brooklyn, Borough Park",Boris,2019-07-03
29256706,Brooklyn Room & Driveway,private room,$175,"Brooklyn, Flatlands",Colette,2019-06-18
29256787,Academic pad,ENTIRE HOME/APT,$121,"Brooklyn, Gowanus",Piro,2019-04-04
29257026,Cozy Private 1 Bedroom in a 2 Bedroom Shared Area,private room,$58,"Brooklyn, Canarsie",Terry,2019-03-11
29257038,"Soho Gem: A Modern, Zen 1BR in Nolita.",entire home/apt,$150,"Manhattan, Little Italy",Renwick,2019-06-08
29258871,Bushwick Apartment with Access to L and M Trains,Private room,$35,"Brooklyn, Bushwick",Oliver,2019-02-04
29259463,SPACIOUS/FURNISHED One Bedroom Brooklyn Apartment,entire home/apt,$90,"Brooklyn, Williamsburg",Sean,2019-07-05
29259580,"Spacious duplex, fits 5, perf midtown location!",Entire home/apt,$250,"Manhattan, Midtown",Peter,2019-06-23
29260051,Air B and B at the Grand Old Mansion,Entire home/apt,$90,"Brooklyn, Crown Heights",William,2019-07-04
29261640,Cozy&Nice Bedroom in an Apt/NYC Inwood location,Private room,$100,"Manhattan, Inwood",Fabricio,2019-05-23
29262039,Beautiful One Bedroom apt. with private rooftop.,ENTIRE HOME/APT,$100,"Queens, Forest Hills",Lisette,2019-06-24
29262635,"Modern 2 Bedroom, Brooklyn Apt! Amazing Amenities!",Entire home/apt,$149,"Brooklyn, Bedford-Stuyvesant",Yngrid,2019-07-07
29264544,Spacious room in downtown 1st Ave 14th St.,Entire home/apt,$188,"Manhattan, Stuyvesant Town",Ma,2019-05-26
29269102,Cozy and Convenient,Private room,$47,"Brooklyn, East Flatbush",Marvin,2019-01-02
29271438,"Quiet, cozy, modern apartment in Bushwick",Private room,$110,"Brooklyn, Bushwick",Marta,2019-07-07
29272336,Beautiful Bushwick Oasis,private room,$33,"Brooklyn, Bushwick",Danni,2019-01-02
29275537,New Spacious 1BD w/ Private Bathroom Chinatown/LES,Private room,$130,"Manhattan, Two Bridges",Molly,2019-01-27
29277029,Charming 1-bedroom in Lower Manhattan,Entire home/apt,$230,"Manhattan, Little Italy",Anneka,2019-05-19
29277834,Midtown City &River View~Luxury 3BR/2BA~BalconyGym,ENTIRE HOME/APT,$899,"Manhattan, Murray Hill",Motty,2019-06-11
29277979,1 bdr in duplex with terrasse,entire home/apt,$130,"Manhattan, East Village",Alexandra,2019-06-07
29278247,Bushwick Loft (must love plants!),Entire home/apt,$100,"Brooklyn, Bushwick",Sarah,2019-06-16
29278439,New York Modern Studio,Entire home/apt,$150,"Queens, Maspeth",Zhen Zhen,2019-07-02
29280869,LES private bedroom in safe apartment building,private room,$66,"Manhattan, Lower East Side",Nora,2019-06-22
29281115,"Private Entrance, Boutique Amenities, Zen Vibes",private room,$95,"Brooklyn, Greenpoint",Jon,2019-06-30
29281300,NOMAD District Loft Tons of Light,Private room,$125,"Manhattan, Midtown",Anthony,2019-06-23
29282185,2MinToTrainsCozyLivingRoomMaimonideLutheranHospita,Shared room,$45,"Brooklyn, Sunset Park",Norma-Ester-,2019-05-18
29282847,Spacious Central Park Apartment,Entire home/apt,$195,"Manhattan, Harlem",Keziah,2019-07-02
29283634,Bushwick loft with NYC views (entire apt),Entire home/apt,$250,"Brooklyn, Williamsburg",Nicholas,2019-03-10
29286653,"Cozy, Private Room on Upper East Side",Private room,$93,"Manhattan, Upper East Side",Gerta,2019-06-30
29286966,Big 1BR in park adjacent apartment,private room,$196,"Brooklyn, Flatbush",Brandy,2019-06-08
29287004,Jackson Heights: Bright and Spacious Apartment,entire home/apt,$200,"Queens, Jackson Heights",Jeanpaul,2019-07-03
29295191,Luxury - Jr. 1 Br/High Fl- Rooftop Terrace Access,Entire home/apt,$325,"Manhattan, Upper West Side",John,2019-06-30
29295665,NYC Central Park Lux Hotel w/ Brfast & Dinner incl,Private room,$350,"Manhattan, Midtown",Allison,2019-04-17
29298335,"Artful Williamsburg penthouse with rooftop, big TV",private room,$99,"Brooklyn, Greenpoint",Noah,2019-06-29
29299404,Spacious Studio in Historic Neighborhood,Entire home/apt,$99,"Manhattan, Upper West Side",Katey,2019-06-29
29299470,"Cozy, sunny bedroom in Bed-Stuy",PRIVATE ROOM,$40,"Brooklyn, Bedford-Stuyvesant",Emma,2019-06-09
29301424,Entire cozy 1.5 bedroom flat in South Slope!,entire home/apt,$90,"Brooklyn, Sunset Park",Kerry,2019-05-27
29303036,"Lovely brownstone, priv bath, garden, 15 min nyc!",Private room,$98,"Brooklyn, Bedford-Stuyvesant",Maya,2019-05-17
29303639,Your passport to the big apple!,Private room,$279,"Manhattan, Midtown",Ricardo,2019-04-21
29304329,Williamsburg Charming 2 Bedrooms/2 full Baths,entire home/apt,$249,"Brooklyn, Williamsburg",Ann,2019-06-17
29304334,Peaceful private sunny room in spacious apartment,Private room,$85,"Manhattan, Harlem",Amberjade,2019-06-11
29304787,Peaches Paradise 2,Private room,$50,"Queens, Springfield Gardens",Claudette,2019-07-06
29305952,Luxury Oceanfront 2BD Suite in Arverne By The Sea,ENTIRE HOME/APT,$199,"Queens, Arverne",Veronika,2019-07-07
29306127,Cozy + Artsy Studio Apt in Cypress Hills- Brooklyn,Entire home/apt,$70,"Brooklyn, Cypress Hills",Liza + Victor,2019-07-05
29306590,Cozy Room in Brooklyn,private room,$65,"Brooklyn, Bushwick",Bo,2019-07-05
29306602,Large Modern Cozy Apartment Close to Train,Entire home/apt,$149,"Brooklyn, Crown Heights",Alyssa,2019-07-01
29307957,Charming Creative Corner in Crown Heights,Private room,$90,"Brooklyn, Crown Heights",Amer,2019-04-15
29308309,VINTAGE COZY PLACE,Entire home/apt,$125,"Manhattan, Harlem",Reina,2019-06-24
29308471,Linden Estates Luxurious 2 bedroom suite,Entire home/apt,$105,"Queens, St. Albans",Sherley,2019-01-01
29308781,Designer's Two Floors New Deluxe Apartment in NYC,entire home/apt,$82,"Brooklyn, Bay Ridge",Dan & Melisa,2019-06-22
29312347,6MinTrainsCozySmallRMaimonidesLutheranIndustryCity,PRIVATE ROOM,$50,"Brooklyn, Sunset Park",Magdalena,2019-06-30
29314737,Private bedroom in a clean charming apartment,Private room,$130,"Queens, Astoria",Serdar,2019-06-23
29314975,New York Downtown fourpoints Sheraton,private room,$270,"Manhattan, Financial District",Silver,2019-05-19
29316421,Home away from home,Private room,$175,"Manhattan, Upper East Side",Mary,2019-05-15
29316878,Cute little room in a large Brooklyn house.,PRIVATE ROOM,$45,"Brooklyn, Greenpoint",Harmony,2019-06-09
29317721,Private King Luxury Room - 20 Mins to City,Private room,$79,"Brooklyn, Bedford-Stuyvesant",Uchenna,2019-06-02
29320258,Private Room in Prime Bushwick,Private room,$70,"Brooklyn, Bushwick",Shoshi,2019-02-17
29328881,"Sunny, spacious 1 Bedroom Apt in the East Village",Entire home/apt,$240,"Manhattan, East Village",Danielle,2019-05-23
29328939,3 Beds in Private Room 2 - 20 Minutes to Manhattan,Private room,$70,"Brooklyn, Bedford-Stuyvesant",Peter,2019-06-23
29329429,2-story Apt in the heart of The Upper West Side!,entire home/apt,$199,"Manhattan, Upper West Side",Emily,2019-05-20
29329932,Cozy boho 1-bedroom in brownstone,entire home/apt,$135,"Manhattan, Gramercy",Caroline,2019-01-01
29331513,Downtown Manhattan Bedroom!  Top of Fidi/City Hall,Private room,$57,"Manhattan, Financial District",Ben,2019-05-09
29331741,Spacious WV studio at the center of everything,Entire home/apt,$300,"Manhattan, West Village",Varun,2019-06-30
29332195,"Cozy, Zen Studio. Prime Williamsburg location!!!",Entire home/apt,$99,"Brooklyn, Greenpoint",Giselle & Charles,2019-06-27
29332969,Huge Apt in EXCELLENT LOCATION - HELLS KITCHEN,Entire home/apt,$350,"Manhattan, Hell's Kitchen",Xanthi,2019-06-23
29333330,"Convenient, comfy,  and bright",Shared room,$40,"Manhattan, Washington Heights",Yael,2019-06-13
29333400,1  bedroom apartment,Entire home/apt,$99,"Manhattan, East Harlem",Amir,2019-06-17
29334063,Room in Home with Backyard in Bronx Little Italy,Private room,$100,"Bronx, Belmont",Joseph,2019-07-03
29334325,Plant & pet-friendly LOFT in the UWS,Private room,$97,"Manhattan, Upper West Side",Melissa,2019-03-18
29336271,San Carlos Hotel One Bedroom Suite - up to  5,private room,$425,"Manhattan, Midtown",Janet,2019-03-10
29336346,Luxury and convenience in the center of it all!,entire home/apt,$89,"Queens, Astoria",Daniel,2019-06-18
29336922,LUXURY 2BR CONDO APT IN THE HEART OF BROOKLYN,Entire home/apt,$150,"Brooklyn, Bath Beach",Kelly,2019-01-02
29337184,J- HOTEL STYLE SHARE ROOM FOR 2PPL FREE WIFI CABLE,SHARED ROOM,$30,"Queens, South Ozone Park",Nikole,2019-05-03
29337285,Studio in Prime Williamsburg w/ Private Balcony,ENTIRE HOME/APT,$150,"Brooklyn, Williamsburg",Alan,2019-07-02
29337912,Chelsea Apartment,Entire home/apt,$225,"Manhattan, Chelsea",Ned,2019-06-24
29338559,Cozy Room for Rent very close to Manhattan,Private room,$49,"Queens, Astoria",Jeanny,2019-06-12
29338715,Clean Cozy Getaway--Just 15 Minutes From JFK,Private room,$65,"Queens, Cambria Heights",Diana,2019-07-02
29338819,"2018 New 2br elevator condo, Ê≥ïÊãâÁõõ‰∏≠ÂøÉÊñ∞Â§ßÊ•º2Âçß,5ÂàÜÈíümain st",ENTIRE HOME/APT,$188,"Queens, Flushing",Brenda,2019-06-24
29339219,Spacious New 1BR in Sunnyside. Parking available!,ENTIRE HOME/APT,$155,"Queens, Sunnyside",Ira,2019-01-13
29339310,"""The Dumont"" Event Space",Entire home/apt,$300,"Brooklyn, East New York",Terry,2019-06-29
29340021,"Home to LGA airport near Manhattan, JFk, Astoria.",ENTIRE HOME/APT,$150,"Queens, East Elmhurst",Rumalia,2019-06-30
29341918,Perfect location UWS private room private bath,private room,$85,"Manhattan, Upper West Side",Miki,2019-04-13
29342293,Sunny room in Brooklyn,Private room,$35,"Brooklyn, Crown Heights",Nathalie,2019-01-03
29344882,Manhattan downtown large modern private room,private room,$90,"Manhattan, Two Bridges",Hailey,2019-06-30
29351570,DESIGNER ARTIST 2 BEDROOM APARTMENT . E.V.,ENTIRE HOME/APT,$199,"Manhattan, East Village",Alex,2019-05-27
29356635,Spacious Room In Hip Williamsburg,PRIVATE ROOM,$75,"Brooklyn, Williamsburg",Diana,2019-04-29
29356679,Private Room that‚Äôs comfortable and convenient,Private room,$65,"Queens, Elmhurst",Rafa' S,2019-06-30
29356840,Creative House for Travelers and Other Creatives,Private room,$51,"Brooklyn, Bedford-Stuyvesant",Andrea,2019-07-01
29358057,Murray Hill Apt (next to 6 train & near Penn/Bus),Entire home/apt,$125,"Manhattan, Kips Bay",Marlena,2019-05-27
29359092,Sweet room,Private room,$41,"Queens, Elmhurst",Illias,2019-06-22
29359223,"Sunny, clean 2 bedroom",ENTIRE HOME/APT,$200,"Brooklyn, Carroll Gardens",Tiffany,2019-01-03
29359338,Cosy bedroom in prime Soho,Private room,$250,"Manhattan, SoHo",Julia,2019-01-18
29359403,Cozy Sunny Harlem Studio,Entire home/apt,$102,"Manhattan, Harlem",Fabrice,2019-06-19
29359499,Upper East Side alcove studio in doorman building,Entire home/apt,$175,"Manhattan, Upper East Side",Robyn,2019-05-20
29360292,COZY ROOM TO CRASH,PRIVATE ROOM,$100,"Manhattan, East Village",Chester,2019-06-13
29361344,Spacious and Airy Apt - 20 min to Manhattan!,Entire home/apt,$115,"Brooklyn, Gowanus",Jesse,2019-01-06
29362785,"Nice, fun,  Brooklyn! Bedroom & private bath",Private room,$84,"Brooklyn, Bushwick",Alice,2019-06-03
29364445,Lil A's Place- 60 Seconds to the Train-Location!!,private room,$65,"Queens, Astoria",Betty,2019-06-23
29365401,4min subway. Prime locations.  single sofa bed Âçï‰∫∫Èó¥,shared room,$40,"Queens, Forest Hills",美德,2019-05-29
29365566,Modern Duplex - Central Chelsea!!!,Entire home/apt,$599,"Manhattan, Chelsea",David,2019-06-16
29367125,Woodruffe Place,Entire home/apt,$225,"Brooklyn, Crown Heights",Deslyn,2019-07-05
29367388,UES private bedroom in shared apartment,Private room,$109,"Manhattan, Upper East Side",Geoffrey,2019-05-26
29369079,Celebrity Designer Pied A Terre,entire home/apt,$250,"Manhattan, Upper East Side",Julien,2019-07-02
29370077,"Large, Bright & Cozy Retreat in Bklyn.",private room,$55,"Brooklyn, Crown Heights",Rufina,2019-07-02
29371373,Heart of nyc. Harlem.,entire home/apt,$78,"Manhattan, Harlem",Takeis,2019-07-01
29380907,"Cozy, Private 1 Bedroom Basement Apartment",entire home/apt,$85,"Staten Island, Dongan Hills",Gabrielle,2019-06-24
29381786,La Cabina al Mare,Entire home/apt,$65,"Queens, Rockaway Beach",Luca,2019-07-06
29382257,25 min to Manhattan: Bed in quiet apartment,Shared room,$35,"Brooklyn, Bedford-Stuyvesant",Anchor,2019-05-19
29383018,"Comfort room A in upper west side NY, Columbia",Private room,$80,"Manhattan, Morningside Heights",James,2019-06-22
29383019,"Sunny room B in upper west side NY, Columbia",Private room,$85,"Manhattan, Morningside Heights",James,2019-06-22
29383020,"Premier room D in upper west side NY, Columbia",Private room,$98,"Manhattan, Morningside Heights",James,2019-06-22
29383021,"Cozy room C in upper west side NY, Columbia",Private room,$90,"Manhattan, Morningside Heights",James,2019-06-15
29383233,"‚ÄúOne of a kind‚Äù Penthouse 
Áç®‰∏ÄÁÑ°‰∫åÁöÑÁ¥êÁ¥ÑÈñ£Ê®ì",Entire home/apt,$179,"Manhattan, NoHo",Anting,2019-05-26
29384622,Private Sun-Splashed Studio Chelsea,entire home/apt,$200,"Manhattan, Chelsea",Casey,2019-07-02
29385308,Brownstone Studio,ENTIRE HOME/APT,$130,"Brooklyn, Carroll Gardens",Denise,2019-06-25
29388081,Convenient Private Bed & Bath! 10 mins. to LGA,Private room,$75,"Queens, Ditmars Steinway",Janine & Reneé,2019-05-25
29388083,Dream Apt in the heart of  NYC,Entire home/apt,$244,"Manhattan, Midtown",San,2019-06-17
29388803,Beautiful room with private bathroom in Town house,Private room,$80,"Brooklyn, Crown Heights",William,2019-06-15
29388858,Great Midtown Vibe Spacious Experience in UWS NYC,entire home/apt,$180,"Manhattan, Upper West Side",XnL,2019-06-18
29390491,PRIVATE STUDIO APARTMENT- ASTORIA,Entire home/apt,$76,"Queens, Astoria",Carlos,2019-06-13
29390506,Spacious furnished 2b1b apt with a big living room,Private room,$50,"Bronx, Woodlawn",Rosa,2019-01-21
29391342,Sunlit Cozy Bargain 2 Bedroom in Carroll Gardens,Entire home/apt,$78,"Brooklyn, Carroll Gardens",Julia,2019-06-09
29391564,Spacious 1 BR Apartment with Times Square view,Entire home/apt,$180,"Manhattan, Midtown",Ferdy,2019-07-07
29391852,Room in heart of Bushwick with private entrance,Private room,$65,"Brooklyn, Bushwick",David,2019-06-17
29392426,Cozy Apt x Rent Close to Manhattan,Entire home/apt,$110,"Queens, Astoria",Jeanny,2019-01-07
29392681,Cozy Apartment in Upper West Side New York,Entire home/apt,$190,"Manhattan, Upper West Side",Sergio,2019-07-01
29393175,Bright Spacious Greenpoint Duplex,Entire home/apt,$181,"Brooklyn, Greenpoint",Milosz,2019-06-13
29393371,New york Multi-unit building,Private room,$49,"Queens, Jackson Heights",Aracely,2019-06-16
29393457,2 Private Rooms Near Staten Island Ferry,private room,$100,"Staten Island, South Beach",Maria,2019-05-26
29393659,Private 2BR house Poyer st- 20 min to Manhattan,entire home/apt,$179,"Queens, Elmhurst",Michelle & Lily,2019-07-05
29393808,Cozy 1 bed in amazing NYC location! (Chelsea),Entire home/apt,$175,"Manhattan, Chelsea",Katie,2019-04-21
29401472,Large room next to Yankees 20 min from Manhattan,private room,$45,"Bronx, Concourse",Kenny,2019-06-25
29406821,ASTORIA NATURE HOUSE,Private room,$90,"Queens, Astoria",Bruno,2019-05-02
29409313,Authentic East Village  Escape,Entire home/apt,$168,"Manhattan, East Village",Nikki,2019-06-03
29409370,Cozy 1BR with private bathroom near the subway,Private room,$95,"Queens, Ditmars Steinway",Tania,2019-06-10
29410055,Private community close to all the NYC & NJ action,Entire home/apt,$90,"Staten Island, Rosebank",Vince,2019-06-15
29411550,NEW Stylish Midtown 2 bedroom w/ balcony,Entire home/apt,$390,"Manhattan, Hell's Kitchen",Charlie,2019-01-20
29411940,Charming & Sunny Brooklyn Heights Studio,Entire home/apt,$120,"Brooklyn, Brooklyn Heights",Meryl,2019-05-23
29412276,New york Multi-unit building,Private room,$45,"Queens, Jackson Heights",Aracely,2019-06-14
29412402,Exposed Brick New York Styled apt in Bushwick,Private room,$45,"Brooklyn, Bushwick",Kyla,2019-01-28
29412897,Large open space in Bushwick,Private room,$36,"Brooklyn, Bushwick",Kyla,2019-06-15
29415546,AMELUZ NY,Entire home/apt,$299,"Queens, St. Albans",Zulema,2019-06-24
29416216,*PRIVATE* Big Bedroom 20 minutes from Manhattan,private room,$65,"Queens, Jackson Heights",Freddy,2019-06-23
29417325,"Classic, yet Unconventional Tribeca New York City!",private room,$149,"Manhattan, Tribeca",Karen,2019-06-30
29417620,Beautiful Private Room with 3 Beds in Bed Stuy,Private room,$75,"Brooklyn, Bedford-Stuyvesant",Joel And Julian,2019-06-03
29418015,Charming Private Room in Bed Stuy with 2 Beds,Private room,$70,"Brooklyn, Bedford-Stuyvesant",Joel And Julian,2019-04-25
29418601,Great New York shared room 3-6,shared room,$65,"Manhattan, Midtown",Ruby,2019-06-14
29419129,Brooklyn Hideaway right in Williamsburg,Private room,$130,"Brooklyn, Williamsburg",Rachel,2019-06-10
29419330,Female Only: Prime Location-East 60s-Central Park,Private room,$80,"Manhattan, Upper East Side",Inhee,2019-06-29
29420244,Cozy place,Private room,$70,"Manhattan, Harlem",Ezra,2019-06-30
29420970,Time-Sharing Private Room,Shared room,$38,"Brooklyn, Borough Park",Yvonne,2019-05-17
29422942,12 mins to Times Square; 10 mins to LGA!,Entire home/apt,$185,"Queens, Sunnyside",Topu,2019-07-03
